"","region_stem","network","mean_value","or"
"1","LH_ContA_IPS","ECN_R",-8.79364304922089e-05,0.999912067435802
"2","LH_ContA_PFCl","ECN_L",0.0108953162149173,1.01095488632111
"3","LH_ContB_IPL","DMN",5.76895486802324e-05,1.00005769121275
"4","LH_ContB_IPL","ECN_R",0.00141219337933214,1.00141319099396
"5","LH_ContB_PFCd","ECN_L",0.029471145167704,1.02990971717097
"6","LH_ContC_Cingp","DMN",0.00417570771514077,1.00418443813026
"7","LH_ContC_Cingp","Salience",0.0218701336110709,1.02211103798138
"8","LH_ContC_pCun","DMN",0.00419656570288763,1.00420538361541
"9","LH_ContC_pCun","ECN_L",0.00278162938174473,1.00278550170237
"10","LH_ContC_pCun","ECN_R",0.00532620400611586,1.00534041344693
"11","LH_ContC_pCun","Language",0.00473223626555684,1.00474345097884
"12","LH_DefaultA_PCC","DMN",0.00308307659607518,1.00308783416478
"13","LH_DefaultA_PCC","ECN_L",0.00606047919732995,1.00607888105729
"14","LH_DefaultA_PCC","Language",0.0312611836093197,1.03175494617881
"15","LH_DefaultA_PCC","Salience",0.0139003581976151,1.01399741737431
"16","LH_DefaultB_IPL","DMN",0.00742688402245352,1.00745453172865
"17","LH_DefaultB_PFCd","Salience",0.017632094037611,1.01778845705827
"18","LH_DefaultB_PFCv","ECN_L",0.00253061217797296,1.00253381687969
"19","LH_DefaultB_PFCv","Salience",0.00142246765185947,1.00142347983885
"20","LH_DefaultB_Temp","ECN_L",-0.00176182565434664,0.998239725449413
"21","LH_DefaultC_IPL","Hippocampal",0.0029145360164983,1.00291878740587
"22","LH_DefaultC_Rsp","DMN",0.00259815556925855,1.00260153370044
"23","LH_DorsAttnB_PostC","ECN_L",-0.0132566758607471,0.986830806863304
"24","LH_DorsAttnB_TempOcc","Language",0.0169302009402125,1.01707432901574
"25","LH_Limbic_TempPole","Hippocampal",0.000690462360580371,1.00069070078459
"26","LH_SalVentAttnA_FrMed","ECN_L",-0.00950524904807255,0.990539783038316
"27","LH_SalVentAttnA_FrMed","Salience",0.0172949458682437,1.01744536938211
"28","LH_VisPeri_ExStrSup","DMN",0.0197158493347535,1.01991149031975
"29","LH_VisPeri_ExStrSup","Hippocampal",0.0217881419676337,1.02202723685315
"30","RH_ContA_IPS","DMN",0.0181739305723028,1.01834008146052
"31","RH_ContA_IPS","ECN_R",-0.00248586740943457,0.997517219800293
"32","RH_ContA_PFCl","ECN_R",0.000836761403682358,1.00083711158617
"33","RH_ContB_IPL","DMN",-0.0015658666443414,0.998435358685182
"34","RH_ContB_PFCmp","Salience",0.00909852774413612,1.00914004516797
"35","RH_ContC_Cingp","ECN_R",0.00321714960452202,1.00322233018439
"36","RH_ContC_pCun","ECN_R",0.00146122160494313,1.00146228970941
"37","RH_ContC_pCun","Language",0.0260368834192617,1.02637880413507
"38","RH_ContC_pCun","Salience",0.00467115169004347,1.00468207852611
"39","RH_DefaultA_IPL","DMN",-0.00160560945940661,0.998395678841866
"40","RH_DefaultA_IPL","ECN_R",0.0297329880578546,1.03017942701717
"41","RH_DefaultA_PCC","DMN",-0.00100293972102393,0.998997563054919
"42","RH_DefaultA_PCC","ECN_R",0.0182463468703997,1.01841382854964
"43","RH_DefaultA_PCC","Language",0.00933982005980452,1.00938357228574
"44","RH_DefaultA_PFCm","DMN",0.00528526450565943,1.0052992561551
"45","RH_DefaultA_PFCm","ECN_R",-0.00315630182119288,0.996848674062893
"46","RH_DefaultB_PFCd","DMN",0.0105729152429488,1.01062900601802
"47","RH_DefaultB_PFCd","ECN_R",-0.0183654490879681,0.981802168082093
"48","RH_DefaultB_PFCd","Salience",0.00483824902494677,1.00484997225076
"49","RH_DefaultC_PHC","Hippocampal",0.0134228071222319,1.01351329742241
"50","RH_DefaultC_Rsp","Hippocampal",-0.0399826453547094,0.960806113456927
"51","RH_DefaultC_Rsp","Language",0.0121476181263469,1.01222170010872
"52","RH_DorsAttnA_SPL","ECN_R",-0.00855704707366359,0.991479460247812
"53","RH_Limbic_TempPole","Hippocampal",0.0464419581675796,1.04753727632095
"54","RH_SalVentAttnA_FrMed","Salience",0.00341207270083414,1.00341790044724
"55","RH_SalVentAttnB_IPL","DMN",-0.0155483875664176,0.984571864562608
"56","RH_SalVentAttnB_IPL","ECN_R",0.000240186795312287,1.00024021564247
"57","RH_SalVentAttnB_IPL","Language",-0.00600633317254042,0.994011668786595
"58","RH_SalVentAttnB_PFCl","ECN_R",-0.00423386064621601,0.995775089506082
"59","RH_TempPar","Language",0.00364663714044935,1.00365329421118
"60","RH_TempPar","Salience",0.019351900023527,1.01954036177542
"61","RH_VisPeri_ExStrSup","Hippocampal",0.0196086615893247,1.01980217416534
